GEOID,n_listings,n_unique_hosts,n_entire_home,availability_365,number_of_reviews,share_entire_home
36047033900,47,44,30,119.0,47.255319148936174,0.6382978723404256
36047034100,23,19,16,171.34782608695653,39.21739130434783,0.6956521739130435
36047034300,28,26,20,184.03571428571428,51.607142857142854,0.7142857142857143
36047034500,53,33,18,224.32075471698113,18.37735849056604,0.33962264150943394
36047034700,28,21,12,225.57142857142858,26.035714285714285,0.42857142857142855
36047034800,10,3,2,292.0,13.0,0.2
36047034901,10,8,4,112.2,18.4,0.4
36047034902,12,12,5,223.16666666666666,56.333333333333336,0.4166666666666667
36047035101,12,11,7,171.75,30.083333333333332,0.5833333333333334
36047035102,12,12,7,187.91666666666666,38.5,0.5833333333333334
36047035200,3,3,3,208.0,17.666666666666668,1.0
36047035301,19,12,6,215.26315789473685,8.947368421052632,0.3157894736842105
36047035302,11,9,7,174.0,28.181818181818183,0.6363636363636364
36047035500,15,12,10,217.6,35.6,0.6666666666666666
36047035602,1,1,1,0.0,1.0,1.0
36047035701,9,9,5,163.77777777777777,38.333333333333336,0.5555555555555556
36047035702,5,5,2,114.2,21.4,0.4
36047035900,22,15,13,187.77272727272728,36.54545454545455,0.5909090909090909
36047036001,1,1,1,0.0,1.0,1.0
36047036002,4,3,0,195.5,14.5,0.0
36047036100,5,5,4,173.2,24.6,0.8
36047036200,13,12,8,187.84615384615384,15.923076923076923,0.6153846153846154
36047036300,31,22,11,273.7096774193548,49.806451612903224,0.3548387096774194
36047036400,6,6,3,214.16666666666666,5.0,0.5
36047036501,8,8,6,175.0,41.875,0.75
36047036502,11,11,6,207.54545454545453,32.36363636363637,0.5454545454545454
36047036600,10,8,2,193.5,4.8,0.2
36047036700,6,5,0,233.66666666666666,43.833333333333336,0.0
36047036900,80,49,32,236.85,25.7625,0.4
36047037000,2,2,2,126.5,32.0,1.0
36047037401,7,7,4,201.85714285714286,12.714285714285714,0.5714285714285714
36047037402,5,4,1,49.2,40.6,0.2
36047037500,97,57,15,197.02061855670104,16.835051546391753,0.15463917525773196
36047037700,101,58,35,203.2871287128713,32.257425742574256,0.3465346534653465
36047037900,54,42,30,194.53703703703704,23.833333333333332,0.5555555555555556
36047038100,42,38,21,147.88095238095238,47.95238095238095,0.5
36047038300,54,45,29,165.64814814814815,33.46296296296296,0.5370370370370371
36047038500,54,46,21,194.94444444444446,26.40740740740741,0.3888888888888889
36047038600,1,1,1,342.0,5.0,1.0
36047038700,62,47,20,166.69354838709677,68.33870967741936,0.3225806451612903
36047038800,1,1,1,0.0,12.0,1.0
36047038900,73,49,18,169.86301369863014,14.383561643835616,0.2465753424657534
36047039200,2,2,1,182.5,2.5,0.5
36047039300,60,58,20,88.46666666666667,31.083333333333332,0.3333333333333333
36047039400,2,2,1,361.5,0.0,0.5
36047039500,44,40,14,111.68181818181819,37.34090909090909,0.3181818181818182
36047039600,1,1,1,365.0,14.0,1.0
36047039700,115,53,17,237.87826086956522,23.026086956521738,0.14782608695652175
36047039800,4,3,3,211.5,124.25,0.75
36047039900,49,38,21,146.51020408163265,29.612244897959183,0.42857142857142855
36047040000,1,1,1,265.0,100.0,1.0
36047040200,1,1,1,365.0,114.0,1.0
36047040300,42,35,10,137.33333333333334,31.928571428571427,0.23809523809523808
36047040400,1,1,0,240.0,138.0,0.0
36047040500,16,15,7,218.75,38.5,0.4375
36047040900,29,23,12,215.27586206896552,34.03448275862069,0.41379310344827586
36047041100,45,29,11,238.57777777777778,19.88888888888889,0.24444444444444444
36047041200,8,4,7,53.625,10.5,0.875
36047041300,58,41,12,238.0344827586207,16.75862068965517,0.20689655172413793
36047041401,1,1,1,365.0,111.0,1.0
36047041500,44,30,10,211.97727272727272,23.113636363636363,0.22727272727272727
36047041600,1,1,0,0.0,4.0,0.0
36047041700,7,7,3,176.14285714285714,54.142857142857146,0.42857142857142855
36047041800,1,1,0,338.0,148.0,0.0
36047041900,56,43,17,129.07142857142858,21.25,0.30357142857142855
36047042000,2,2,0,0.0,0.0,0.0
36047042100,47,34,8,152.95744680851064,26.21276595744681,0.1702127659574468
36047042200,4,4,0,249.5,30.75,0.0
36047042300,83,62,21,145.97590361445782,21.542168674698797,0.25301204819277107
36047042400,6,3,0,119.83333333333333,20.666666666666668,0.0
36047042500,38,35,11,111.89473684210526,13.052631578947368,0.2894736842105263
36047042600,3,2,0,182.66666666666666,12.0,0.0
36047042700,65,62,23,82.83076923076923,22.23076923076923,0.35384615384615387
36047042900,79,64,27,116.50632911392405,12.531645569620252,0.34177215189873417
36047043000,1,1,1,365.0,0.0,1.0
36047043100,52,39,8,166.44230769230768,14.865384615384615,0.15384615384615385
36047043200,6,2,1,304.1666666666667,0.0,0.16666666666666666
36047043300,34,24,9,136.73529411764707,13.764705882352942,0.2647058823529412
36047043400,3,2,1,0.0,15.0,0.3333333333333333
36047043500,58,34,16,190.13793103448276,23.82758620689655,0.27586206896551724
36047043600,1,1,0,255.0,45.0,0.0
36047043700,36,31,11,119.55555555555556,12.583333333333334,0.3055555555555556
36047043800,4,4,3,67.5,16.25,0.75
36047044000,1,1,0,363.0,35.0,0.0
36047044100,41,35,14,130.53658536585365,23.829268292682926,0.34146341463414637
36047044200,1,1,1,0.0,0.0,1.0
36047044300,40,36,16,78.95,25.45,0.4
36047044500,55,40,14,167.0,28.763636363636362,0.2545454545454545
36047044600,1,1,0,342.0,29.0,0.0
36047044700,46,36,20,100.6086956521739,12.521739130434783,0.43478260869565216
36047044800,1,1,1,0.0,0.0,1.0
36047045000,1,1,0,0.0,1.0,0.0
36047045200,1,1,1,0.0,1.0,1.0
36047045300,43,35,13,74.79069767441861,11.55813953488372,0.3023255813953488
36047046000,11,11,7,208.0909090909091,21.636363636363637,0.6363636363636364
36047048000,2,2,0,165.5,1.0,0.0
36047048200,4,4,4,7.5,0.5,1.0
36047048400,20,11,4,195.75,3.4,0.2
36047048600,6,5,2,60.833333333333336,8.166666666666666,0.3333333333333333
36047048800,3,3,2,121.33333333333333,31.333333333333332,0.6666666666666666
36047048900,14,14,1,112.42857142857143,8.142857142857142,0.07142857142857142
36047049000,10,10,5,167.0,3.4,0.5
36047049100,56,30,10,84.21428571428571,6.125,0.17857142857142858
36047049301,20,19,9,69.05,20.75,0.45
36047049400,15,15,9,168.2,52.8,0.6
36047049500,51,50,26,102.25490196078431,39.98039215686274,0.5098039215686274
36047049600,23,15,5,69.17391304347827,22.17391304347826,0.21739130434782608
36047049800,9,8,6,93.77777777777777,24.88888888888889,0.6666666666666666
36047049900,34,34,22,57.88235294117647,12.558823529411764,0.6470588235294118
36047050001,6,6,3,221.83333333333334,96.0,0.5
36047050002,3,3,3,0.0,17.333333333333332,1.0
36047050100,61,58,35,105.27868852459017,18.262295081967213,0.5737704918032787
36047050300,66,63,36,97.1969696969697,23.59090909090909,0.5454545454545454
36047050402,5,4,3,283.4,15.0,0.6
36047050500,78,73,37,97.41025641025641,27.628205128205128,0.47435897435897434
36047050600,25,19,7,187.36,36.16,0.28
36047050700,4,3,1,91.25,1.0,0.25
36047050801,18,17,2,129.55555555555554,34.55555555555556,0.1111111111111111
36047050803,32,30,12,109.4375,30.25,0.375
36047050804,27,23,6,130.25925925925927,15.407407407407407,0.2222222222222222
36047050900,3,3,2,0.0,2.3333333333333335,0.6666666666666666
36047051001,9,9,4,18.333333333333332,9.11111111111111,0.4444444444444444
36047051002,13,13,8,71.23076923076923,8.923076923076923,0.6153846153846154
36047051100,120,73,35,189.41666666666666,13.016666666666667,0.2916666666666667
36047051200,13,13,7,57.53846153846154,25.307692307692307,0.5384615384615384
36047051300,118,108,59,88.26271186440678,25.127118644067796,0.5
36047051400,21,20,7,85.66666666666667,69.42857142857143,0.3333333333333333
36047051500,39,31,26,100.33333333333333,8.179487179487179,0.6666666666666666
36047051601,2,2,0,196.5,9.5,0.0
36047051700,84,82,72,97.76190476190476,20.107142857142858,0.8571428571428571
36047051800,15,13,3,190.86666666666667,40.333333333333336,0.2
36047051900,156,124,95,92.0,18.365384615384617,0.6089743589743589
36047052000,30,23,16,95.46666666666667,38.53333333333333,0.5333333333333333
36047052300,84,77,51,93.22619047619048,13.964285714285714,0.6071428571428571
36047052600,12,11,7,117.33333333333333,31.166666666666668,0.5833333333333334
36047052700,90,82,38,101.63333333333334,26.211111111111112,0.4222222222222222
36047052800,10,7,4,282.3,23.8,0.4
36047052900,20,17,6,158.9,15.3,0.3
36047053000,6,5,3,164.0,48.833333333333336,0.5
36047053102,1,1,0,0.0,248.0,0.0
36047053200,2,2,2,174.5,22.0,1.0
36047053300,1,1,0,0.0,1.0,0.0
36047053400,7,6,5,93.28571428571429,74.57142857142857,0.7142857142857143
36047053700,1,1,0,250.0,0.0,0.0
36047053800,3,3,1,162.0,20.0,0.3333333333333333
36047054200,4,3,0,264.0,53.25,0.0
36047054400,6,5,3,113.5,12.333333333333334,0.5
36047054500,5,5,2,125.6,2.8,0.4
36047054600,5,5,3,96.0,64.8,0.6
36047054700,55,44,34,155.29090909090908,29.21818181818182,0.6181818181818182
36047054800,3,3,2,151.0,8.666666666666666,0.6666666666666666
36047054900,98,83,52,106.36734693877551,24.051020408163264,0.5306122448979592
36047055000,4,4,3,127.5,16.0,0.75
36047055100,127,115,79,96.55118110236221,25.26771653543307,0.6220472440944882
36047055200,14,10,8,149.57142857142858,24.642857142857142,0.5714285714285714
36047055300,109,94,65,130.77064220183487,37.51376146788991,0.5963302752293578
36047055400,2,2,1,182.5,0.0,0.5
36047055500,86,85,60,87.17441860465117,20.8953488372093,0.6976744186046512
36047055600,3,3,1,241.33333333333334,1.3333333333333333,0.3333333333333333
36047055700,68,47,31,117.08823529411765,16.323529411764707,0.45588235294117646
36047055800,2,2,2,79.0,145.5,1.0
36047056000,3,3,2,29.666666666666668,7.333333333333333,0.6666666666666666
36047056100,82,64,60,149.4512195121951,20.890243902439025,0.7317073170731707
36047056301,66,56,49,143.9848484848485,20.348484848484848,0.7424242424242424
36047056302,25,15,22,210.76,3.08,0.88
36047056400,2,2,2,142.0,147.0,1.0
36047056500,78,52,41,188.6153846153846,15.23076923076923,0.5256410256410257
36047056800,1,1,0,344.0,22.0,0.0
36047056900,26,25,18,76.1923076923077,23.307692307692307,0.6923076923076923
36047057100,43,42,26,95.62790697674419,14.093023255813954,0.6046511627906976
36047057300,23,23,13,119.04347826086956,37.56521739130435,0.5652173913043478
36047057400,2,2,1,119.5,27.5,0.5
36047057500,38,36,26,78.84210526315789,22.289473684210527,0.6842105263157895
36047057600,1,1,1,223.0,91.0,1.0
36047057800,4,3,0,170.75,72.0,0.0
36047057901,50,22,31,33.96,40.28,0.62
36047057902,3,3,3,0.0,7.666666666666667,1.0
36047058200,9,6,4,231.88888888888889,9.444444444444445,0.4444444444444444
36047058400,6,5,3,154.0,66.33333333333333,0.5
36047058800,2,2,1,0.0,37.0,0.5
36047058901,32,18,22,95.625,25.25,0.6875
36047058902,1,1,0,0.0,9.0,0.0
36047059000,1,1,0,0.0,2.0,0.0
36047059100,27,26,15,81.92592592592592,10.481481481481481,0.5555555555555556
36047059200,2,2,2,134.5,0.0,1.0
36047059300,18,16,11,88.94444444444444,5.0,0.6111111111111112
36047059402,2,2,2,265.5,47.0,1.0
36047059403,2,2,2,182.5,1.5,1.0
36047059404,2,2,1,170.5,25.5,0.5
36047059800,1,1,1,256.0,2.0,1.0
36047061002,4,3,3,225.75,8.25,0.75
36047061003,4,3,0,258.75,140.0,0.0
36047061004,10,8,7,207.0,29.9,0.7
36047061200,2,2,1,45.0,27.5,0.5
36047061600,3,3,2,177.66666666666666,43.333333333333336,0.6666666666666666
36047062000,2,2,1,266.5,125.5,0.5
36047062200,7,7,4,158.28571428571428,57.142857142857146,0.5714285714285714
36047062800,6,4,2,242.33333333333334,24.166666666666668,0.3333333333333333
36047064200,4,4,3,153.25,2.25,0.75
36047065000,1,1,0,365.0,13.0,0.0
36047067000,6,4,5,322.1666666666667,86.5,0.8333333333333334
36047067200,4,4,2,340.75,77.5,0.5
36047067400,3,3,1,321.0,43.666666666666664,0.3333333333333333
36047067600,2,2,0,0.0,18.0,0.0
36047068000,5,4,1,317.8,50.0,0.2
36047068200,6,5,3,300.1666666666667,27.833333333333332,0.5
36047068600,1,1,0,347.0,39.0,0.0
36047068800,3,3,0,332.3333333333333,3.6666666666666665,0.0
36047069000,1,1,0,330.0,0.0,0.0
36047069601,8,6,3,289.375,63.0,0.375
36047069602,8,7,5,275.875,26.75,0.625
36047069800,4,4,4,362.5,30.5,1.0
36047070000,1,1,1,0.0,22.0,1.0
36047070201,2,1,0,365.0,0.0,0.0
36047070601,1,1,1,364.0,51.0,1.0
36047072000,5,5,2,250.2,79.2,0.4
36047072200,7,5,6,231.14285714285714,15.142857142857142,0.8571428571428571
36047072400,5,5,5,243.8,24.4,1.0
36047072600,4,4,1,59.75,4.75,0.25
36047072800,10,9,4,282.6,31.8,0.4
36047073000,5,5,1,249.8,48.2,0.2
36047073200,4,4,3,260.75,6.5,0.75
36047073400,8,6,3,283.5,8.25,0.375
36047073600,8,7,3,214.5,29.125,0.375
36047073800,1,1,1,0.0,0.0,1.0
36047074000,5,5,2,159.6,16.6,0.4
36047074200,4,4,1,204.0,48.75,0.25
36047074400,1,1,1,0.0,0.0,1.0
36047074600,3,3,2,239.0,9.0,0.6666666666666666
36047074800,2,1,0,348.5,53.0,0.0
36047075000,1,1,0,0.0,78.0,0.0
36047075400,1,1,0,334.0,27.0,0.0
36047075800,1,1,1,64.0,79.0,1.0
36047076000,3,2,0,59.666666666666664,81.33333333333333,0.0
36047076200,4,4,1,189.0,9.0,0.25
36047076400,12,9,4,156.25,47.166666666666664,0.3333333333333333
36047076600,7,4,4,79.57142857142857,38.857142857142854,0.5714285714285714
36047076800,5,5,2,0.0,9.0,0.4
36047077000,8,6,4,156.75,11.75,0.5
36047077200,8,7,3,224.5,26.5,0.375
36047077400,7,6,1,201.14285714285714,8.0,0.14285714285714285
36047077600,10,5,2,184.3,2.2,0.2
36047078000,2,2,0,136.5,41.5,0.0
36047078200,9,8,6,179.22222222222223,50.22222222222222,0.6666666666666666
36047078400,6,5,4,216.66666666666666,27.5,0.6666666666666666
36047078601,10,9,8,242.6,4.1,0.8
36047078602,7,5,6,294.2857142857143,15.714285714285714,0.8571428571428571
36047078801,7,7,3,224.14285714285714,68.57142857142857,0.42857142857142855
36047078802,1,1,0,365.0,0.0,0.0
36047079001,6,6,3,207.0,83.66666666666667,0.5
36047079002,17,13,6,261.1764705882353,46.8235294117647,0.35294117647058826
36047079202,10,9,6,245.4,31.6,0.6
36047079400,20,13,7,262.8,22.45,0.35
36047079601,24,23,12,140.29166666666666,46.458333333333336,0.5
36047079602,35,23,8,181.31428571428572,10.742857142857142,0.22857142857142856
36047079801,27,26,19,112.55555555555556,33.81481481481482,0.7037037037037037
36047079802,49,45,37,103.95918367346938,22.0,0.7551020408163265
36047080000,33,27,14,192.5151515151515,55.27272727272727,0.42424242424242425
36047080200,42,38,15,171.83333333333334,32.95238095238095,0.35714285714285715
36047080400,48,30,16,237.20833333333334,35.979166666666664,0.3333333333333333
36047080600,21,18,15,136.38095238095238,38.285714285714285,0.7142857142857143
36047081000,24,13,10,256.25,8.583333333333334,0.4166666666666667
36047081400,6,5,2,292.3333333333333,55.5,0.3333333333333333
36047081600,33,22,11,207.8181818181818,13.666666666666666,0.3333333333333333
36047081800,20,16,8,159.55,16.7,0.4
36047082000,21,13,5,189.28571428571428,31.19047619047619,0.23809523809523808
36047082200,36,26,19,224.5,11.63888888888889,0.5277777777777778
36047082400,34,25,9,262.6470588235294,30.88235294117647,0.2647058823529412
36047082600,32,26,19,210.78125,30.46875,0.59375
36047082800,12,12,4,252.5,60.5,0.3333333333333333
36047083000,8,7,3,217.0,36.625,0.375
36047083200,5,5,4,288.6,20.6,0.8
36047083400,9,8,5,254.55555555555554,56.0,0.5555555555555556
36047083600,3,3,0,278.3333333333333,79.33333333333333,0.0
36047083800,4,3,1,213.0,8.25,0.25
36047084000,4,3,2,93.25,116.25,0.5
36047084600,5,5,2,230.6,25.8,0.4
36047084800,4,4,1,202.5,62.0,0.25
36047085000,4,4,3,210.5,19.5,0.75
36047085200,4,4,4,122.0,6.5,1.0
36047085400,5,5,4,179.6,34.8,0.8
36047085600,15,13,6,243.46666666666667,18.933333333333334,0.4
36047085800,7,6,2,290.2857142857143,65.28571428571429,0.2857142857142857
36047086000,13,10,4,282.84615384615387,43.15384615384615,0.3076923076923077
36047086200,7,5,1,284.57142857142856,17.0,0.14285714285714285
36047086400,13,11,5,210.53846153846155,21.615384615384617,0.38461538461538464
36047086600,12,11,8,267.25,47.083333333333336,0.6666666666666666
36047086800,5,4,2,144.4,68.0,0.4
36047087000,17,10,5,188.0,17.58823529411765,0.29411764705882354
36047087600,14,9,4,184.78571428571428,12.285714285714286,0.2857142857142857
36047087800,5,4,3,299.0,8.2,0.6
36047088001,11,4,4,243.0,30.454545454545453,0.36363636363636365
36047088002,4,3,3,108.75,48.0,0.75
36047088200,8,7,6,277.875,33.875,0.75
36047088400,10,9,4,220.4,41.4,0.4
36047088600,7,6,2,123.14285714285714,45.0,0.2857142857142857
36047088800,23,13,10,281.0,55.69565217391305,0.43478260869565216
36047089000,16,11,7,215.5625,41.625,0.4375
36047089200,6,6,3,171.33333333333334,34.0,0.5
36047089400,5,5,2,142.4,53.2,0.4
36047089600,6,5,3,136.16666666666666,3.8333333333333335,0.5
36047089800,8,6,2,145.0,95.75,0.25
36047090000,11,8,3,289.3636363636364,58.0,0.2727272727272727
36047090200,1,1,1,122.0,157.0,1.0
36047090600,3,2,0,358.0,20.333333333333332,0.0
36047090800,5,2,4,212.4,4.8,0.8
36047091600,15,11,6,219.93333333333334,30.466666666666665,0.4
36047091800,2,2,1,304.5,131.0,0.5
36047092200,3,3,0,238.33333333333334,40.333333333333336,0.0
36047092400,6,4,0,280.1666666666667,7.166666666666667,0.0
36047092800,2,2,1,277.5,21.0,0.5
36047093000,5,5,3,253.6,76.0,0.6
36047093200,9,7,2,154.11111111111111,43.333333333333336,0.2222222222222222
36047093400,9,6,3,158.33333333333334,6.222222222222222,0.3333333333333333
36047093600,3,3,0,226.66666666666666,47.333333333333336,0.0
36047093800,7,6,3,246.0,24.428571428571427,0.42857142857142855
36047094600,10,7,3,323.0,27.8,0.3
36047095400,10,10,7,219.0,26.0,0.7
36047095600,12,10,8,268.9166666666667,74.25,0.6666666666666666
36047095800,18,17,8,180.22222222222223,81.66666666666667,0.4444444444444444
36047096000,3,3,0,322.0,65.33333333333333,0.0
36047096200,3,3,1,129.33333333333334,56.0,0.3333333333333333
36047096400,8,7,5,318.0,48.0,0.625
36047096600,5,5,3,323.4,72.2,0.6
36047096800,6,6,2,335.3333333333333,61.166666666666664,0.3333333333333333
36047097000,4,4,1,250.0,17.0,0.25
36047097400,10,8,3,313.4,13.8,0.3
36047098200,1,1,0,352.0,30.0,0.0
36047098400,3,3,1,172.66666666666666,265.6666666666667,0.3333333333333333
36047098600,13,11,4,232.76923076923077,84.6923076923077,0.3076923076923077
36047098800,8,8,6,239.5,23.0,0.75
36047099000,5,2,1,300.6,14.4,0.2
36047099200,2,2,2,338.0,78.0,1.0
36047099400,3,3,2,285.3333333333333,99.33333333333333,0.6666666666666666
36047099600,14,13,5,224.07142857142858,65.64285714285714,0.35714285714285715
36047099800,14,13,4,307.7142857142857,23.142857142857142,0.2857142857142857
36047100400,5,4,2,197.8,60.8,0.4
36047100600,5,5,4,198.2,44.8,0.8
36047100800,3,3,0,243.33333333333334,9.333333333333334,0.0
36047101000,8,6,6,287.0,46.375,0.75
36047101200,10,9,8,261.0,120.5,0.8
36047101400,8,8,4,260.0,50.25,0.5
36047101600,1,1,1,365.0,0.0,1.0
36047101800,3,2,1,0.0,26.333333333333332,0.3333333333333333
36047102000,9,8,4,278.8888888888889,60.77777777777778,0.4444444444444444
36047102200,5,4,1,224.4,36.8,0.2
36047102400,6,5,2,211.0,16.166666666666668,0.3333333333333333
36047102600,5,2,1,288.4,100.0,0.2
36047102801,5,5,2,292.6,60.0,0.4
36047110400,9,5,5,230.88888888888889,8.333333333333334,0.5555555555555556
36047111600,12,10,7,226.83333333333334,23.5,0.5833333333333334
36047111800,12,5,1,260.25,30.583333333333332,0.08333333333333333
36047112000,3,3,3,226.33333333333334,11.0,1.0
36047112200,6,5,3,228.66666666666666,11.166666666666666,0.5
36047112400,12,9,2,246.66666666666666,94.75,0.16666666666666666
36047112600,12,6,4,250.0,72.08333333333333,0.3333333333333333
36047112800,17,13,7,265.6470588235294,29.529411764705884,0.4117647058823529
36047113000,5,4,2,106.0,19.0,0.4
36047113400,1,1,1,89.0,111.0,1.0
36047114201,6,6,5,305.0,38.333333333333336,0.8333333333333334
36047114202,6,5,4,231.5,36.5,0.6666666666666666
36047114400,9,9,7,202.22222222222223,46.77777777777778,0.7777777777777778
36047114600,20,10,8,235.6,13.95,0.4
36047115000,8,8,4,283.5,69.5,0.5
36047115200,14,11,10,187.28571428571428,36.357142857142854,0.7142857142857143
36047115600,6,1,0,191.83333333333334,20.666666666666668,0.0
36047115800,17,14,7,227.23529411764707,54.529411764705884,0.4117647058823529
36047116000,7,6,4,179.57142857142858,59.285714285714285,0.5714285714285714
36047116200,11,7,4,224.63636363636363,42.45454545454545,0.36363636363636365
36047116400,9,8,2,223.44444444444446,14.777777777777779,0.2222222222222222
36047116600,7,7,6,336.57142857142856,42.42857142857143,0.8571428571428571
36047116800,6,4,1,196.16666666666666,6.5,0.16666666666666666
36047117000,12,5,3,200.66666666666666,12.833333333333334,0.25
36047117201,13,7,3,228.53846153846155,35.61538461538461,0.23076923076923078
36047117202,8,7,1,171.75,23.375,0.125
36047117400,4,4,3,241.5,69.5,0.75
36047117601,7,7,1,191.0,99.0,0.14285714285714285
36047117602,15,11,4,265.8666666666667,52.733333333333334,0.26666666666666666
36047117800,2,2,1,171.0,21.0,0.5
36047118201,23,10,6,244.82608695652175,47.56521739130435,0.2608695652173913
36047118600,7,3,1,293.7142857142857,19.571428571428573,0.14285714285714285
36047119000,1,1,0,63.0,118.0,0.0
36047119200,7,6,3,194.28571428571428,142.42857142857142,0.42857142857142855
36047119400,19,13,14,219.68421052631578,45.68421052631579,0.7368421052631579
36047119600,8,8,6,291.25,57.125,0.75
36047119800,17,10,11,249.94117647058823,39.11764705882353,0.6470588235294118
36047120801,12,5,2,304.75,1.9166666666666667,0.16666666666666666
36047121000,1,1,0,339.0,269.0,0.0
36047121400,1,1,1,250.0,3.0,1.0
36047123700,14,10,1,190.14285714285714,64.92857142857143,0.07142857142857142
36047150200,14,13,10,189.0,38.714285714285715,0.7142857142857143
36061000600,70,60,39,138.05714285714285,18.085714285714285,0.5571428571428572
36061000700,231,73,149,166.995670995671,27.294372294372295,0.645021645021645
36061000800,69,52,36,123.7536231884058,28.130434782608695,0.5217391304347826
36061000900,45,30,29,176.82222222222222,23.31111111111111,0.6444444444444445
36061001002,2,2,0,0.0,3.5,0.0
36061001200,18,16,9,174.44444444444446,12.944444444444445,0.5
36061001501,61,28,23,170.13114754098362,6.983606557377049,0.3770491803278688
36061001502,179,55,73,93.84916201117318,31.70391061452514,0.40782122905027934
36061001600,117,87,68,167.55555555555554,33.43589743589744,0.5811965811965812
36061002000,3,3,1,110.66666666666667,6.333333333333333,0.3333333333333333
36061002100,46,23,28,169.2608695652174,16.67391304347826,0.6086956521739131
36061002201,47,40,37,163.06382978723406,31.04255319148936,0.7872340425531915
36061002202,30,30,13,111.6,17.7,0.43333333333333335
36061002400,6,6,4,77.0,36.5,0.6666666666666666
36061002602,54,48,33,128.2962962962963,42.7962962962963,0.6111111111111112
36061002800,61,54,32,112.04918032786885,35.26229508196721,0.5245901639344263
36061003001,109,85,81,107.23853211009174,27.01834862385321,0.7431192660550459
36061003002,51,41,35,113.68627450980392,23.50980392156863,0.6862745098039216
36061003100,37,26,17,118.43243243243244,93.91891891891892,0.4594594594594595
36061003300,89,49,76,190.13483146067415,16.168539325842698,0.8539325842696629
36061003400,121,106,87,102.47107438016529,20.140495867768596,0.71900826446281
36061003601,112,54,68,210.90178571428572,37.607142857142854,0.6071428571428571
36061003602,52,47,33,105.28846153846153,58.36538461538461,0.6346153846153846
36061003700,81,47,44,132.02469135802468,27.506172839506174,0.5432098765432098
36061003800,171,126,129,136.81286549707602,14.976608187134502,0.7543859649122807
36061003900,22,18,16,99.95454545454545,6.136363636363637,0.7272727272727273
36061004001,60,57,42,78.71666666666667,21.483333333333334,0.7
